Year_Birth;Education;Marital_Status;Income;Kidhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumStorePurchases;NumWebVisitsMonth;Complain;WebPurchases
1955;PhD;Together;46015;1;25;38;0;2;0;0;6;3;7;0;0
1978;Graduation;Together;16531;1;43;2;13;6;7;5;11;3;7;0;0
1986;Master;Married;28072;1;10;30;0;10;2;0;5;3;7;0;0
1963;Master;Divorced;49476;0;29;386;23;95;54;41;196;5;2;0;0
1953;Graduation;Married;50725;0;45;443;10;75;0;10;48;8;8;0;1
1952;Graduation;Together;83844;0;57;901;31;345;75;31;191;11;1;0;1
1950;PhD;Married;41145;1;20;9;0;3;0;0;1;3;3;0;0
1970;Graduation;Together;67419;0;29;846;84;352;91;56;42;8;5;0;1
1970;2n Cycle;Married;23162;1;82;8;3;9;19;4;22;3;6;0;0
1977;Graduation;Married;34380;1;68;72;7;58;13;1;24;3;8;0;1
1966;Graduation;Single;34704;0;65;29;0;5;0;1;5;3;5;0;0
1969;PhD;Married;94871;0;99;169;24;553;188;0;144;4;7;0;1
1958;Graduation;Married;65148;0;9;460;35;422;33;12;153;7;4;0;1
1954;Graduation;Together;39898;0;20;69;8;26;12;7;12;4;7;0;0
1956;Master;Single;64857;0;78;556;14;717;210;0;43;10;4;0;1
1970;PhD;Married;59892;0;26;73;0;13;0;1;0;3;3;0;0
1987;Master;Single;41020;0;68;112;1;54;7;7;36;4;3;0;0
1961;PhD;Married;57072;0;79;944;0;60;0;0;30;13;5;0;1
1979;Graduation;Single;60474;0;25;265;199;303;234;9;170;12;7;0;1
1960;Graduation;Together;62807;0;83;526;28;135;10;21;99;12;5;0;1
1981;2n Cycle;Together;19414;1;32;2;3;12;3;5;7;3;8;0;0
1980;Graduation;Married;19107;1;49;2;4;9;10;5;16;3;7;0;0
1976;2n Cycle;Together;75484;0;50;378;97;259;197;194;34;6;4;0;1
1976;Master;Single;70379;0;84;553;25;142;65;67;8;13;4;0;1
1970;Master;Together;79419;0;96;751;127;687;20;15;31;4;2;0;1
1946;PhD;Together;64014;2;56;406;0;30;0;0;8;5;7;0;1
1955;Graduation;Married;76998;0;85;1449;89;161;69;35;107;8;6;0;1
1972;Master;Together;49854;1;63;123;17;171;39;0;30;5;6;0;1
1971;PhD;Married;60585;1;17;267;42;309;55;42;21;9;5;0;1
1950;PhD;Divorced;42873;1;11;209;0;40;3;2;15;4;8;0;1
1988;Graduation;Together;87679;0;62;1259;172;815;97;148;33;10;4;0;1
1978;Graduation;Together;57867;1;48;344;35;178;15;23;17;9;6;0;1
1990;Graduation;Married;35765;1;86;22;3;30;0;5;15;4;6;0;0
1959;Graduation;Married;65492;0;73;247;161;295;210;85;47;13;2;0;1
1977;Graduation;Divorced;32952;1;36;38;0;12;3;1;1;3;7;0;0
1969;PhD;Together;53374;0;34;896;10;101;13;10;34;9;9;0;1
1959;Graduation;Together;71706;0;16;931;56;253;91;98;14;7;5;0;1
1988;Graduation;Married;68487;0;48;758;12;385;33;89;89;13;4;0;1
1975;Master;Together;53253;1;61;216;9;57;20;9;125;5;5;0;1
1973;2n Cycle;Divorced;31163;1;54;2;3;10;11;2;10;3;6;0;0
1977;Graduation;Married;42014;1;56;244;15;108;4;15;50;6;8;0;1
1973;Master;Married;54108;1;74;539;6;91;8;6;97;9;8;0;1
1955;PhD;Single;49667;0;35;1181;26;120;17;13;39;5;8;0;1
1974;Master;Married;63206;0;65;750;8;125;11;8;26;6;2;0;1
1972;Master;Married;57136;1;48;306;5;109;21;109;92;10;6;0;1
1975;2n Cycle;Together;46772;0;88;350;104;189;197;151;57;5;8;0;1
1971;PhD;Married;78931;0;19;331;197;170;58;152;35;13;1;0;0
1958;Graduation;Together;53977;0;21;620;16;165;0;24;82;12;5;0;1
1988;Graduation;Married;84219;0;27;434;137;400;45;137;45;10;1;0;0
1975;Master;Single;46098;1;86;57;0;27;0;0;36;2;8;0;0
1965;Graduation;Married;73538;0;92;811;76;428;99;137;107;9;7;0;1
1986;Graduation;Married;79529;0;1;423;42;706;73;197;197;9;2;0;1
1977;2n Cycle;Together;20981;0;14;2;12;10;6;13;30;2;8;0;0
1980;Graduation;Single;51766;1;74;60;51;87;6;20;51;4;5;0;1
1962;Graduation;Married;55759;0;84;675;0;85;10;7;77;8;8;0;1
1978;Graduation;Married;33039;1;4;30;8;12;8;8;12;4;5;0;0
1972;Master;Married;37787;1;50;40;1;40;4;3;18;3;8;0;0
1970;Graduation;Single;27242;1;2;3;17;26;20;1;39;3;9;0;0
1983;PhD;Single;87188;0;73;910;111;724;49;74;55;6;3;0;1
1971;Graduation;Together;69930;0;21;252;98;827;219;70;196;12;3;0;1
1976;Graduation;Single;37697;1;82;34;6;21;11;4;8;3;6;0;0
1973;PhD;Married;37401;1;14;19;3;19;3;1;3;3;7;0;0
1973;Graduation;Single;3502;1;56;2;1;1;0;0;1;0;14;0;0
1976;Graduation;Married;58597;1;20;490;0;184;10;28;21;9;7;0;1
1948;PhD;Widow;82032;0;54;332;194;377;149;125;57;7;1;0;1
1958;Graduation;Together;28087;1;77;53;8;17;13;0;21;2;7;0;0
1987;PhD;Single;74004;0;5;784;48;560;42;176;48;4;3;0;1
1960;Graduation;Together;19740;0;65;7;11;3;10;4;20;3;5;0;0
1975;2n Cycle;Married;57036;0;33;1171;43;219;19;14;47;13;9;0;1
1958;2n Cycle;Together;53083;1;65;215;7;33;3;0;13;5;7;0;1
1975;PhD;Married;69283;0;41;674;62;134;0;26;8;13;5;0;1
1975;Master;Single;46098;1;86;57;0;27;0;0;36;2;8;0;0
1988;2n Cycle;Married;23331;1;92;5;36;7;0;10;45;3;8;0;0
1988;2n Cycle;Single;23331;1;97;104;20;101;24;15;5;5;9;0;1
1989;Graduation;Single;9255;1;91;9;0;7;2;0;4;2;8;0;0
1959;PhD;Widow;67786;0;0;431;82;441;80;20;102;6;1;0;0
1971;PhD;Married;71969;0;59;1000;0;76;0;0;10;9;8;0;0
1967;Master;Single;59235;1;4;448;40;469;80;0;91;12;7;0;1
1989;Graduation;Together;31928;1;5;33;4;24;4;2;5;4;7;0;0
1961;Master;Together;74881;1;48;505;72;270;36;27;54;12;5;0;1
1978;Graduation;Married;65819;0;99;267;38;701;149;165;63;10;3;0;1
1953;PhD;Single;51411;1;81;14;0;3;0;0;1;3;5;0;0
1964;Graduation;Divorced;51983;0;95;631;0;115;10;7;30;10;7;0;1
1986;Master;Together;42386;1;43;65;4;16;0;4;11;3;8;0;0
1987;2n Cycle;Married;30390;0;5;10;12;12;25;1;20;3;6;0;0
1963;Graduation;Single;30983;0;50;51;4;50;12;1;49;3;8;0;1
1957;Graduation;Widow;66033;0;76;293;35;179;46;59;65;7;7;0;1
1975;2n Cycle;Married;37284;1;46;11;1;2;2;1;6;3;6;0;0
1951;Master;Divorced;57530;0;68;50;1;27;6;7;1;4;1;0;0
1965;2n Cycle;Married;76800;0;33;173;26;255;35;71;81;7;1;0;1
1956;Graduation;Married;63943;0;50;423;184;368;13;97;21;6;5;0;1
1962;Graduation;Together;76081;0;85;292;30;415;63;33;200;4;2;0;1
1974;Graduation;Married;67445;0;63;757;80;217;29;80;11;12;6;0;1
1967;Master;Married;37054;1;89;12;1;6;0;1;5;3;7;0;0
1962;Master;Together;47175;1;81;167;2;44;6;2;19;4;8;0;1
1976;Graduation;Divorced;31859;1;77;3;1;3;8;0;5;2;7;0;0
1961;Graduation;Divorced;27215;2;50;30;5;22;8;9;28;4;6;0;0
1976;PhD;Divorced;70179;0;10;532;88;168;69;44;133;13;5;0;1
1983;Graduation;Married;39922;1;30;29;12;59;19;1;36;4;8;0;0
1976;Master;Married;49681;0;66;411;0;26;0;0;21;7;7;0;1
1988;Graduation;Married;24645;1;16;5;3;4;4;1;0;2;8;0;0
1954;Graduation;Divorced;79865;0;12;71;99;278;185;121;38;5;1;0;1
1985;Graduation;Married;44322;1;30;46;0;40;3;0;3;3;8;0;0
1952;Graduation;Single;47958;0;8;268;11;88;15;3;22;5;5;0;1
1964;Master;Single;63972;0;93;928;63;254;0;12;12;10;4;0;1
1954;Graduation;Together;75315;0;14;459;15;171;142;23;31;12;2;0;1
1950;PhD;Married;55517;1;53;483;0;108;0;6;36;6;9;0;1
1957;PhD;Married;75283;1;26;733;9;180;12;19;66;5;4;0;1
1946;PhD;Single;82800;0;23;1006;22;115;59;68;45;12;3;0;1
1954;Graduation;Married;38998;1;92;34;1;14;0;0;5;3;8;1;0
1991;Master;Single;90638;0;29;1156;120;915;94;144;96;10;1;0;0
1986;Master;Married;27161;1;41;7;4;23;7;0;11;3;7;0;0
1977;Graduation;Married;42014;1;56;244;15;108;4;15;50;6;8;0;1
1960;PhD;Together;38201;0;19;233;0;23;0;0;12;5;8;0;1
1982;Graduation;Together;45203;2;4;35;3;67;10;8;24;3;6;0;0
1947;PhD;Together;81574;0;89;1252;0;465;46;35;0;8;1;0;1
1992;Graduation;Married;34935;0;71;34;4;66;3;10;20;4;7;0;0
1976;Master;Single;60482;0;81;255;43;134;37;14;24;7;7;0;1
1956;Graduation;Together;34633;2;31;8;1;5;0;0;1;2;6;0;0
1947;Master;Together;78093;0;53;368;32;639;13;43;10;5;1;0;1
1950;Graduation;Divorced;82460;0;78;255;47;573;52;32;15;6;1;0;1
1966;Master;Together;45903;0;80;33;8;10;2;10;3;3;4;0;0
1987;Graduation;Divorced;81361;0;18;163;23;424;27;65;76;13;1;0;0
1973;PhD;Divorced;35860;1;37;15;0;8;4;2;20;2;5;0;0
1952;Master;Together;40442;1;52;45;12;52;25;22;13;4;7;0;0
1965;Graduation;Married;61482;0;39;48;58;68;16;66;43;6;2;0;0
1980;Graduation;Married;34968;1;11;158;6;45;8;2;2;5;7;0;0
1987;Graduation;Married;75794;0;33;754;160;625;63;32;48;12;3;0;1
1962;PhD;Together;31497;0;22;108;1;28;13;1;4;4;8;0;0
1955;Graduation;Married;74268;0;83;199;66;315;97;174;41;5;2;0;1
1988;Basic;Together;13724;1;43;2;7;5;2;15;27;2;9;0;0
1965;Master;Together;45143;0;74;202;5;74;11;5;14;5;7;0;1
1967;PhD;Single;52569;0;54;85;0;3;0;0;7;4;3;0;0
1973;PhD;Single;48432;0;3;322;3;50;4;3;42;6;8;0;1
1960;Master;Together;17144;1;96;18;2;19;0;2;6;4;7;0;0
1984;Graduation;Single;36108;1;68;141;8;129;3;11;47;4;9;0;1
1971;Graduation;Married;76445;1;2;739;107;309;140;80;35;13;6;0;0
1975;PhD;Married;36663;1;40;18;0;6;3;3;5;3;2;0;0
1965;Master;Married;53843;0;64;378;0;88;19;4;73;3;7;0;1
1956;Master;Married;90226;0;26;1083;108;649;253;151;108;12;2;0;1
1955;Master;Divorced;70638;0;69;1016;12;215;16;12;63;10;3;0;1
1960;Graduation;Together;44512;1;57;23;1;6;0;0;2;3;4;0;0
1961;Graduation;Married;27116;1;78;12;1;21;2;2;3;3;7;0;0
1963;PhD;Married;54072;1;71;35;0;4;0;0;0;2;8;0;0
1977;Graduation;Married;71855;0;59;548;31;422;0;112;28;11;3;0;1
1990;2n Cycle;Single;51250;1;28;342;32;230;34;32;40;4;9;0;1
1973;Master;Married;60432;0;61;365;3;15;4;3;11;5;6;0;1
1964;PhD;Married;65526;0;22;397;19;69;12;0;9;8;2;0;1
1988;Graduation;Single;68655;0;95;456;19;832;75;118;38;11;3;0;1
1978;2n Cycle;Married;12393;0;38;5;6;15;11;7;13;3;9;0;0
1990;Graduation;Single;64509;0;19;836;185;575;24;25;77;9;4;0;1
1975;Graduation;Single;33955;1;92;100;2;128;23;7;10;5;8;0;1
1977;Graduation;Married;31353;1;24;10;0;10;3;1;7;2;8;0;0
1984;Graduation;Married;55434;1;21;238;115;215;169;69;76;13;4;0;1
1983;Graduation;Together;28359;1;35;6;0;5;2;1;2;2;7;0;0
1987;Graduation;Single;57100;1;9;158;11;99;15;11;17;7;3;0;0
1965;Graduation;Married;69139;0;23;86;12;75;33;15;6;5;4;0;1
1956;Master;Married;52973;0;92;856;0;76;12;9;199;9;8;0;1
1965;PhD;Together;51717;0;55;98;1;17;0;1;5;4;7;0;0
1971;Graduation;Married;18793;1;14;4;16;20;0;17;20;4;8;0;0
1982;2n Cycle;Together;66664;0;78;398;96;447;220;96;32;6;3;0;1
1959;Graduation;Single;50664;1;64;313;8;104;6;4;126;6;9;0;1
1963;Graduation;Together;54414;1;49;109;18;16;24;26;18;5;4;0;0
1952;PhD;Married;54549;0;8;216;2;6;0;0;9;4;7;0;1
1971;PhD;Widow;47111;0;35;595;71;153;120;112;41;10;9;0;0
1963;PhD;Divorced;41003;0;11;123;133;142;71;44;88;8;6;0;1
1982;Graduation;Together;19444;1;8;16;0;23;3;2;10;2;7;0;1
1976;2n Cycle;Together;36301;1;53;11;12;35;3;5;12;3;7;0;0
1947;PhD;Together;73059;0;36;410;112;420;0;82;71;13;4;0;1
1969;PhD;Together;42731;1;64;159;2;51;6;2;24;5;5;0;1
1959;PhD;Married;52854;1;43;105;0;10;0;1;0;4;5;0;0
1978;Graduation;Together;22775;1;40;5;1;8;0;0;1;2;8;0;0
1948;PhD;Together;46681;0;52;269;15;69;15;19;38;4;5;0;1
1955;PhD;Married;59821;0;11;629;0;70;0;0;35;7;8;0;1
1954;Graduation;Divorced;50002;0;21;443;5;71;21;16;82;7;7;0;1
1945;Graduation;Married;69755;0;23;217;77;373;111;23;93;12;1;0;0
1969;Graduation;Married;44078;1;17;24;1;10;2;0;4;3;5;0;0
1976;Master;Together;30560;1;6;9;1;5;4;5;7;3;7;0;0
1969;Master;Together;35924;1;56;8;0;14;2;3;7;3;5;0;0
1964;PhD;Divorced;64140;0;71;1459;0;61;0;15;215;6;5;0;0
1981;Graduation;Together;56386;1;51;230;48;214;13;32;75;7;9;0;1
1979;Basic;Together;24594;1;94;1;3;6;10;0;9;3;5;0;0
1981;2n Cycle;Together;75774;1;27;340;21;134;258;14;56;8;4;0;1
1960;Master;Divorced;39228;0;1;7;1;6;0;3;3;3;4;0;0
1974;Master;Married;58494;0;56;298;7;68;4;0;19;6;6;0;1
1981;Graduation;Single;58684;0;71;479;35;179;28;7;85;12;2;0;1
1967;Graduation;Divorced;57136;0;18;267;140;599;34;12;127;7;6;0;1
1950;PhD;Widow;56551;1;48;67;4;32;17;2;16;4;4;0;0
1982;Graduation;Married;22448;1;86;3;1;8;23;2;18;3;3;0;0
1961;Graduation;Single;82014;0;48;980;37;265;35;163;31;12;6;0;0
1963;Graduation;Widow;34213;1;2;50;4;28;6;3;26;2;9;0;0
1977;Graduation;Together;157146;0;13;1;0;1725;2;1;1;0;1;0;0
1947;PhD;Widow;25358;0;57;19;0;5;0;0;8;3;6;0;0
1978;Master;Single;35544;1;77;30;5;23;4;1;4;3;7;0;0
1954;Master;Together;36634;0;0;213;9;76;4;3;30;5;7;0;1
1954;PhD;Married;62670;0;57;539;30;92;80;46;38;13;3;0;1
1972;2n Cycle;Together;50334;0;24;284;16;160;84;16;134;6;6;0;1
1981;Graduation;Single;72066;0;55;1003;34;536;134;51;34;6;2;0;1
1958;PhD;Single;50729;1;62;239;13;143;45;4;52;7;6;0;1
1968;Graduation;Together;34916;2;89;51;23;82;33;0;42;3;9;0;1
1976;Graduation;Divorced;64892;0;77;527;24;230;32;24;65;12;4;0;1
1966;Graduation;Single;43602;1;45;19;5;12;10;3;19;2;6;0;0
1989;PhD;Single;33996;0;46;40;2;15;8;0;6;3;4;0;0
1985;2n Cycle;Single;41473;1;80;21;8;20;15;3;9;3;7;0;0
1967;PhD;Married;63246;0;60;593;30;91;29;22;7;12;4;0;1
1959;PhD;Married;36732;1;71;21;5;3;10;1;7;4;2;0;0
1970;PhD;Married;69084;1;43;1181;107;199;39;30;30;13;8;0;1
1967;PhD;Married;77766;0;97;1004;59;265;115;59;27;11;6;0;1
1985;PhD;Single;37929;0;49;202;2;46;3;2;10;5;7;0;1
1951;Graduation;Together;86610;0;66;446;107;768;33;196;53;6;2;0;1
1986;Master;Married;80141;0;20;1184;102;673;52;40;40;10;6;0;1
1955;2n Cycle;Married;72635;0;54;390;22;323;104;35;107;6;3;0;1
1970;Graduation;Married;69016;0;61;726;53;363;123;107;161;13;5;0;1
1991;2n Cycle;Together;20193;0;18;8;8;22;24;11;9;4;4;0;0
1975;Graduation;Married;27573;1;45;50;15;110;39;15;15;4;8;0;1
1979;Basic;Single;15862;1;26;1;1;4;11;9;10;3;8;0;0
1976;PhD;Married;49544;1;0;308;0;73;0;0;23;8;7;0;1
1980;Graduation;Married;33228;1;28;22;2;31;7;4;5;3;7;0;0
1978;Graduation;Together;70440;0;49;690;117;499;76;102;88;7;3;0;1
1971;Graduation;Together;38232;1;84;43;5;28;7;6;33;3;5;0;0
1955;PhD;Married;22554;1;38;27;0;10;0;0;4;4;5;0;0
1983;PhD;Married;23536;1;53;6;0;3;0;0;1;3;3;0;0
1952;Graduation;Married;49413;0;88;205;7;41;3;2;46;5;5;0;1
1969;Graduation;Married;42231;1;99;24;0;8;0;1;4;3;5;0;0
1980;Master;Divorced;78789;0;12;667;50;850;21;83;83;5;2;0;1
1968;Graduation;Together;56534;0;35;691;7;61;10;0;46;7;8;0;1
1971;Graduation;Single;58350;0;5;493;26;206;116;80;80;12;6;0;1
1989;Graduation;Single;81217;0;77;493;70;324;146;40;84;11;1;0;0
1951;Graduation;Single;49090;0;45;494;5;82;7;0;100;9;7;0;1
1987;Master;Divorced;61787;0;71;621;73;414;78;48;85;6;5;0;1
1985;PhD;Married;18169;1;40;9;0;5;0;0;7;2;8;0;0
1981;2n Cycle;Single;24336;1;82;1;6;2;8;2;12;2;7;0;0
1990;Graduation;Married;18222;0;70;12;4;19;12;6;14;3;8;0;0
1952;Graduation;Divorced;62335;0;87;243;131;217;85;6;26;13;2;0;0
1971;2n Cycle;Together;42033;1;95;11;1;4;2;0;7;2;7;0;0
1983;PhD;Married;86580;0;72;532;21;127;26;20;20;5;1;0;1
1957;PhD;Divorced;41437;1;5;29;0;2;0;0;1;3;7;0;0
1951;Master;Widow;73705;0;86;612;91;520;258;107;107;8;5;0;1
1976;Graduation;Married;61064;0;80;387;126;342;0;45;180;11;6;0;1
1955;Master;Married;38452;1;62;56;0;14;0;0;2;3;7;0;0
1989;Graduation;Single;18358;1;49;6;8;19;16;4;4;4;7;0;0
1973;PhD;Together;55012;0;85;582;0;65;0;0;13;9;5;0;1
1973;Basic;Together;9722;1;7;6;17;16;6;16;42;3;8;0;0
1984;PhD;Married;38175;1;6;70;6;69;2;3;3;4;7;0;0
1956;Master;Together;58656;0;25;962;12;194;16;24;12;13;6;0;1
1965;Graduation;Together;52117;0;55;112;10;107;30;0;20;4;7;0;1
1978;Graduation;Married;64813;1;81;293;0;124;179;97;52;10;5;0;1
1973;PhD;Married;54222;0;98;199;12;31;3;12;7;5;3;0;0
1986;Graduation;Married;83512;0;31;1060;61;835;80;20;101;10;1;0;1
1959;Master;Married;77520;0;30;940;44;396;0;88;58;7;4;0;1
1978;Graduation;Together;41154;0;98;44;2;11;2;3;7;4;5;0;0
1966;Graduation;Married;80398;0;92;342;51;936;207;35;26;12;3;0;1
1992;Basic;Single;18746;1;41;2;10;11;12;9;20;3;6;0;0
1984;Graduation;Together;35196;1;68;75;12;141;43;39;187;5;8;0;1
1956;Graduation;Single;60230;0;78;520;20;367;39;81;40;6;5;0;1
1977;Graduation;Married;22108;1;46;5;3;9;6;2;6;3;7;0;0
1974;Graduation;Together;44392;1;71;87;5;71;7;12;29;4;7;0;1
1976;PhD;Married;55424;0;6;462;61;184;10;53;107;9;6;0;1
1979;Graduation;Married;17688;1;82;2;2;1;3;1;2;2;8;1;0
1983;PhD;Married;92491;0;71;979;44;935;29;25;22;12;3;0;1
1991;Graduation;Single;90273;0;32;704;129;853;120;74;111;7;2;0;1
1962;PhD;Widow;82571;0;28;861;31;558;62;95;79;13;2;0;1
1982;PhD;Single;38513;1;20;172;3;115;16;0;18;5;8;0;1
1979;Master;Single;16653;1;10;5;7;31;15;4;7;3;6;0;0
1955;Graduation;Together;42586;1;7;194;2;56;0;0;0;6;8;0;1
1965;Basic;Single;23529;0;67;9;7;13;3;2;20;2;6;0;0
1961;Master;Together;74881;1;48;505;72;270;36;27;54;12;5;0;1
1951;Graduation;Married;71107;0;61;533;10;217;198;174;195;13;4;0;1
1964;PhD;Together;46910;1;36;48;0;14;0;0;6;3;6;0;0
1959;Graduation;Married;18690;0;77;6;1;7;23;4;19;2;8;0;0
1955;Graduation;Divorced;37244;1;90;18;2;10;0;0;25;2;7;0;0
1966;Graduation;Together;82427;0;35;482;147;509;104;107;107;12;1;0;0
1958;2n Cycle;Single;75342;0;38;204;97;97;21;118;26;10;4;0;1
1954;Graduation;Divorced;70044;0;46;1073;0;250;153;14;14;5;5;0;1
1967;Graduation;Single;79146;1;33;245;16;223;21;43;16;8;6;0;1
1963;Graduation;Married;77437;0;70;560;21;442;29;44;29;13;1;0;1
1959;Graduation;Married;54984;0;51;173;13;131;32;3;6;6;7;0;1
1971;PhD;Married;42403;1;18;22;1;11;0;5;3;3;8;0;0
1964;Graduation;Together;55761;0;97;136;1;12;0;3;32;3;6;0;1
1983;Graduation;Together;37292;1;32;275;0;86;10;23;66;5;8;0;1
1945;PhD;Single;45576;0;9;56;19;29;2;14;25;3;8;0;0
1947;Graduation;Together;70321;0;6;303;23;751;82;26;191;13;4;0;1
1969;PhD;Divorced;58086;0;80;708;7;62;0;0;15;7;8;0;1
1952;Graduation;Married;81795;0;74;324;132;693;27;118;88;7;2;0;1
1947;Basic;Together;28389;0;49;1;5;3;7;4;8;2;7;0;0
1946;Master;Married;66835;0;21;620;26;195;34;17;141;13;2;0;1
1969;Graduation;Divorced;69901;0;95;312;21;206;102;92;149;10;5;0;1
1949;PhD;Married;80360;0;56;1493;86;454;112;43;43;5;2;0;1
1961;PhD;Together;63342;0;48;918;21;118;13;10;21;5;6;0;1
1974;Graduation;Married;44989;0;26;98;0;106;49;10;106;5;6;0;1
1980;2n Cycle;Single;31859;1;3;3;4;7;15;8;11;3;7;0;0
1949;PhD;Widow;51569;0;39;380;0;47;6;0;34;7;8;0;1
1971;Graduation;Widow;30372;1;33;15;0;12;7;3;7;3;7;0;0
1979;Basic;Single;16014;1;42;3;9;4;7;8;7;4;3;0;0
1968;Graduation;Married;41120;1;80;24;2;23;0;8;24;3;6;0;0
1971;Master;Single;39763;1;9;80;1;60;4;6;16;2;9;0;1
1955;PhD;Married;38725;1;52;31;0;6;2;1;5;4;4;0;0
1972;Graduation;Married;77981;1;78;138;120;204;16;126;60;7;5;0;1
1964;2n Cycle;Married;62905;0;68;166;75;96;119;107;59;8;4;0;1
1979;2n Cycle;Divorced;13533;1;45;12;3;8;8;0;17;3;7;0;0
1975;Graduation;Together;59481;0;47;178;3;85;71;66;58;8;2;0;0
1977;Graduation;Married;72117;0;34;707;20;171;65;60;50;9;5;0;1
1986;2n Cycle;Married;21955;1;81;5;1;7;17;14;11;3;6;0;0
1956;Graduation;Married;67131;0;72;465;71;250;93;35;62;12;6;0;1
1980;PhD;Single;36802;1;23;16;1;2;0;0;1;3;5;0;0
1982;Graduation;Together;71853;0;29;358;108;413;141;97;32;6;1;0;0
1961;Basic;Married;28249;0;80;1;9;7;2;14;10;3;6;0;0
1975;Master;Married;47808;0;30;123;1;26;2;0;72;3;7;0;0
1974;PhD;Divorced;25509;1;15;40;3;30;10;7;11;3;9;0;0
1946;PhD;Married;51012;0;86;102;9;63;2;9;24;4;6;0;1
1985;Graduation;Single;70596;0;68;347;44;534;17;0;26;12;2;0;0
1952;PhD;Together;85431;0;54;376;53;462;168;53;53;7;0;0;0
1967;Graduation;Married;42664;0;44;21;0;3;0;0;0;3;6;0;0
1955;Graduation;Together;42586;1;7;194;2;56;0;0;0;6;8;0;1
1985;Graduation;Single;29760;1;87;64;4;68;7;5;17;4;8;0;0
1977;PhD;Married;28973;0;59;206;0;46;3;2;12;5;8;0;1
1973;PhD;Together;39435;1;16;71;0;18;0;0;13;2;7;0;0
1984;2n Cycle;Married;65370;0;1;71;22;112;138;89;29;13;1;0;0
1979;Basic;Single;20194;1;64;0;4;7;11;10;15;3;6;0;0
1976;PhD;Single;42473;1;72;93;1;21;0;4;25;4;5;0;0
1968;Graduation;Married;64590;0;98;920;138;168;36;46;30;10;6;0;1
1959;Graduation;Together;71232;0;91;653;17;170;34;26;17;10;7;0;1
1971;Graduation;Together;34600;1;8;199;33;60;8;3;15;5;8;0;1
1967;Graduation;Single;46904;1;20;153;4;56;0;9;31;4;8;0;1
1973;Graduation;Married;49094;0;6;376;0;38;11;8;69;6;6;0;1
1983;Graduation;Together;36075;1;54;46;0;30;12;1;30;4;6;0;0
1979;2n Cycle;Together;60839;1;72;600;21;128;223;150;128;12;8;0;0
1979;Graduation;Together;77298;0;46;425;115;292;23;35;79;11;3;0;1
1950;Graduation;Together;34026;1;11;18;6;15;12;8;17;3;5;0;0
1963;PhD;Single;48918;1;21;52;0;9;0;0;1;4;4;0;0
1962;2n Cycle;Together;82122;0;89;734;22;350;151;25;100;13;1;0;0
1976;Graduation;Single;37697;1;82;34;6;21;11;4;8;3;6;0;0
1952;Graduation;Together;34074;1;69;135;1;41;10;1;67;3;6;0;0
1960;Master;Married;28520;1;55;11;0;10;0;2;20;2;6;0;0
1955;Graduation;Single;62535;0;13;163;48;90;0;45;52;8;3;0;0
1977;Master;Single;36273;1;80;29;3;30;3;2;9;3;6;0;0
1964;Graduation;Together;63404;0;97;734;26;70;11;44;17;4;4;0;1
1981;2n Cycle;Together;75774;1;27;340;21;134;258;14;56;8;4;0;1
1976;Graduation;Together;78416;0;99;453;38;279;188;38;183;10;3;0;1
1974;Graduation;Together;75702;0;87;1073;0;629;145;37;37;13;6;0;1
1951;Master;Together;59385;1;85;135;0;10;0;4;36;4;5;0;0
1966;Graduation;Single;37070;1;30;231;7;137;4;15;39;8;7;0;1
1951;Graduation;Married;44689;1;82;18;0;5;0;0;11;2;7;0;0
1958;Graduation;Together;53977;0;21;620;16;165;0;24;82;12;5;0;1
1966;PhD;Single;7144;0;92;81;4;33;5;2;291;1;0;0;1
1964;Graduation;Single;18701;1;95;12;4;2;10;6;10;4;5;0;0
1956;Graduation;Married;90369;0;2;292;51;981;224;23;17;6;1;0;1
1974;PhD;Single;63159;0;74;965;34;586;89;86;37;8;3;0;0
1966;Graduation;Together;37758;1;49;27;2;10;0;0;1;3;8;0;0
1963;PhD;Single;46757;0;71;777;30;163;0;51;122;7;9;0;1
1969;Master;Married;79734;0;72;572;8;232;23;62;17;6;1;0;1
1992;Graduation;Together;63207;0;68;438;169;565;91;169;70;6;7;0;0
1954;Graduation;Divorced;72071;0;4;531;69;300;150;138;150;8;2;0;1
1983;PhD;Together;21840;1;80;17;0;9;0;0;1;3;9;0;0
1982;2n Cycle;Together;58582;0;15;402;35;106;101;77;42;9;5;0;1
1951;Graduation;Single;72282;0;70;503;27;419;90;139;153;9;7;0;1
1956;Graduation;Married;50387;0;91;369;9;87;12;14;34;8;5;0;1
1961;PhD;Together;32583;1;10;5;0;3;0;0;1;2;7;0;0
1962;Graduation;Together;62568;0;99;362;17;398;80;35;61;5;4;0;1
1971;Master;Divorced;44635;1;25;56;0;9;0;0;3;3;7;0;0
1971;Master;Single;33316;1;34;79;1;31;4;4;12;4;6;0;0
1968;Graduation;Married;63967;0;57;387;84;141;73;35;162;12;2;0;1
1978;2n Cycle;Together;52513;0;84;367;17;241;104;188;232;9;7;0;1
1969;Graduation;Married;25293;1;51;15;0;11;0;2;9;2;8;0;0
1965;PhD;Widow;54111;0;97;267;6;54;8;3;50;6;5;0;1
1986;Graduation;Together;78394;0;13;298;27;697;216;24;166;5;2;0;1
